Cultivar,PI_Num
Pioneer P93Y82,PI 659323
Pioneer P93Y83,PI 659294
Pioneer P93Y84,PI 661031
Pioneer P93Y90,PI 652910
Pioneer P93Y91,PI 656362
Pioneer P93Y92,PI 656363
Pioneer P93Y93,PI 659295
Pioneer P9401,NA
Pioneer P9402,PI 556875
Pioneer P9403,NA
Pioneer P9411,PI 556912
Pioneer P9412,PI 584465
Pioneer P9421,PI 595689
Pioneer P9441,PI 556734
Pioneer P9442,PI 556841
Pioneer P9443,PI 550731
Pioneer P9444,PI 584466
Pioneer P9451,PI 572281
Pioneer P9452,PI 584467
Pioneer P9461,PI 556913
Pioneer P9471,PI 556733
Pioneer P9472,PI 584468
Pioneer P9481,PI 592548
Pioneer P9482,PI 595690
Pioneer P9491,PI 572282
Pioneer P9492,PI 602404
Pioneer P94B01,PI 602401
Pioneer P94B13,PI 630930
Pioneer P94B22,PI 610252
Pioneer P94B23,PI 615565
Pioneer P94B24,PI 615573
Pioneer P94B41,PI 602402
Pioneer P94B45,PI 610240
Pioneer P94B53,PI 610241
Pioneer P94B54,PI 615572
Pioneer P94B73,PI 615571
Pioneer P94B74,PI 630931
Pioneer P94B81,PI 602403
Pioneer P94M30,PI 634804
Pioneer P94M31,PI 642341
Pioneer P94M40,PI 632620
Pioneer P94M41,PI 632621
Pioneer P94M50,PI 636748
Pioneer P94M70,PI 632622
Pioneer P94M71,PI 646180
Pioneer P94M80,PI 636749
Pioneer P94M90,PI 634736
Pioneer P94Y01,PI 652909
Pioneer P94Y02,PI 660005
Pioneer P94Y10,PI 652908
Pioneer P94Y20,PI 652907
Pioneer P94Y21,PI 655964
Pioneer P94Y22,PI 660216
Pioneer P94Y23,PI 661029
Pioneer P94Y30,PI 659296
Pioneer P94Y40,PI 659324
Pioneer P94Y50,PI 660217
Pioneer P94Y60,PI 652921
Pioneer P94Y61,PI 660215
Pioneer P94Y70,PI 652906
Pioneer P94Y71,PI 659297
Pioneer P94Y80,PI 656364
Pioneer P94Y81,PI 660253
Pioneer P94Y82,PI 660218
Pioneer P94Y90,PI 652922
Pioneer P94Y91,PI 656365
Pioneer P94Y92,PI 659298
Pioneer P9501,PI 556871
Pioneer P9511,PI 595827
Pioneer P9521,PI 550735
Pioneer P9531,PI 556775
Pioneer P9541,PI 556772
Pioneer P9551,PI 550733
Pioneer P9552,PI 595691
Pioneer P9561,PI 556670
Pioneer P9571,NA
Pioneer P9581,PI 556800
Pioneer P9582,PI 556914
Pioneer P9583,PI 550734
Pioneer P9584,PI 564714
Pioneer P9591,PI 556773
Pioneer P9592,PI 556915
Pioneer P9593,PI 550732
Pioneer P9594,PI 595692
Pioneer P95B32,PI 610242
Pioneer P95B33,PI 606738
Pioneer P95B34,PI 615566
Pioneer P95B41,PI 602405
Pioneer P95B42,PI 630932
Pioneer P95B43,PI 630933
Pioneer P95B53,PI 610255
Pioneer P95B71,PI 602406
Pioneer P95B95,PI 612449
Pioneer P95B96,PI 615563
Pioneer P95B97,PI 615570
Pioneer P95M30,PI 636750
Pioneer P95M50,PI 636751
Pioneer P95M60,PI 642342
Pioneer P95M80,PI 634591
Pioneer P95M81,PI 636752
Pioneer P95M82,PI 642343
Pioneer P95R51,PI 664264
Pioneer P95Y01,PI 656366
Pioneer P95Y10,PI 660249
Pioneer P95Y20,PI 652919
Pioneer P95Y21,PI 666955
Pioneer P95Y30,PI 656367
Pioneer P95Y31,PI 659299
Pioneer P95Y40,PI 652920
Pioneer P95Y41,PI 652911
Pioneer P95Y50,PI 660247
Pioneer P95Y60,PI 661025
Pioneer P95Y61,PI 661023
Pioneer P95Y70,PI 652900
Pioneer P95Y71,PI 660244
Pioneer P95Y80,PI 661022
Pioneer P9611,PI 592549
Pioneer P9631,PI 595693
Pioneer P9641,PI 556842
Pioneer P9671,PI 595694
Pioneer P9681,PI 542063
Pioneer P9691,PI 556770
Pioneer P9692,PI 564713
Pioneer P96B01,PI 610246
Pioneer P96B21,PI 612448
Pioneer P96B32,PI 612447
Pioneer P96B51,PI 615569
Pioneer P96M20,PI 634590
Pioneer P96M60,PI 636753
Pioneer P9711,PI 556916
Pioneer P9721,PI 572283
Pioneer P9751,PI 556801
Pioneer P9761,PI 550736
Pioneer P9791,PI 556774
Pioneer P97B52,PI 615568
Pioneer P97B61,PI 602407
Pioneer P97B62,PI 610248
Pioneer P97M50,PI 671863
Pioneer P97R01,PI 664262
Pioneer P97R21,PI 666954
Pioneer P97R71,PI 666953
Pioneer P9831,PI 561586
Pioneer P98Y11,PI 652951
Pioneer P98Y12,PI 671865
Pioneer XB27U01,NA
Pioneer XB28V99,NA
Pioneer XB29D01,NA
Pioneer XB31Z01,NA
Pioneer YB280,NA
Pioneer YB33A99,NA
Pixie,PI 543856
PL 6712424,PI 556521
PL 6940104,PI 556523
PL 70-10546D,PI 556569
PL 707743,PI 556618
PL 72-3176L,PI 556568
PL709947,PI 556542
PL723299L,PI 556539
Platte,PI 548605
Plenish: P20T53PR,NA
Pomona,PI 548606
Pontiac,PI 556486
Portage,PI 548607
PR 33,NA
PR 9817,NA
Premier,NA
Preston,PI 548520
Prichard,PI 612157
Prichard RR,NA
Pride B152,NA
Pride B203,NA
Pride B216,NA
Pride B236,NA
Pride PEX110,PI 556821
Pridesoy,NA
Pridesoy 57,PI 548680
Pridesoy II,NA
Pritchard-RR,NA
Prize,PI 548554
PRN-82,PI 556748
PRO 25-53,NA
PRO 30-15,NA
PRO 3170,NA
Probst,PI 587185
Profiseed 1138,NA
Prohio,NA
Prolina,PI 597389
ProSoy,PI 638511
ProSoy PS104,NA
Protana,PI 548528
Proto,NA
Provar,PI 548608
PRX 54-59,NA
PRX12-112,NA
PRX54-33-2,NA
PRX54-59,NA
PRX9-249,NA
PRX9-274,NA
PS 42,NA
PS 42 Ablett,NA
PS 55,NA
PS 73,NA
PSC37BU06,PI 658015
PX 181-88,PI 556488
PX 185-44,PI 556484
PX181-88A,NA
Pyramid,PI 512039
Quebec 92,NA
R00-1029,NA
R00-1076,NA
R00-1158F,NA
R00-1178F,NA
R00-1194F,NA
R00-155,NA
R00-1551,NA
R00-1940,NA
R00-2097,NA
R00-214F,NA
R00-2267,NA
R00-33,NA
R00-684,NA
R00-859,NA
R00302,NA
R01-1017,NA
R01-1018,NA
R01-1092,NA
R01-2195,NA
R01-2245,NA
R01-2346,NA
R01-2373,NA
R01-315,NA
R01-327,NA
R01-330,NA
R01-332,NA
R01-3474F,NA
R01-3637F,NA
R01-379,NA
R01-4747RR,NA
R01-4752,NA
R01-4752RR,NA
R01-4766RR,NA
R01-4787,NA
R01-4804RR,NA
R01-4834RR,NA
R01-81,NA
R01-976,NA
R02-1372,NA
R02-2363,NA
R02-3065,NA
R02-3263RR,NA
R02-3369,NA
R02-6232F,NA
R02-6268F,NA
R02322,NA
R02416,NA
R03-1011,NA
R03-1134,NA
R03-1176,NA
R03-1187,NA
R03-1232,NA
R03-1235,NA
R03-1250,NA
R03-176,NA
R03-224,NA
R03-263,NA
R03-862,NA
R03-946,NA
R03-984,NA
R03171RE,NA
R03210RE,NA
R03809,NA
R03893,NA
R04-122,NA
R04-1250RR,NA
R04-1268RR,NA
R04-1276,NA
R04-170RR,NA
R04-198,NA
R04-342,NA
R04-357,NA
R04-366,NA
R04-522,NA
R04-572,NA
R04-632,NA
R05-138,NA
R05-1415,NA
R05-1772,NA
R05-235,NA
R05-269,NA
R05-3191,NA
R05-3239,NA
R05-374,NA
R05-3817,NA
R05-4114,NA
R05-5366,NA
R05331,NA
R05686,NA
R06-1270,NA
R06-2597,NA
R06-4433,NA
R06-4475,NA
R07-10231,NA
R07-10244,NA
R07-10263,NA
R07-10322,NA
R07-1035,NA
R07-1545,NA
R07-1685,NA
R07-1738,NA
R07-1769,NA
R07-1810,NA
R07-1826,NA
R07-1857,NA
R07-1882,NA
R07-191,NA
R07-2000,NA
R07-470,NA
R07-5351,NA
R07-6046,NA
R07-6614RR,NA
R07-6654,NA
R07-6669,NA
R08-107,NA
R08-1178,NA
R08-141,NA
R08-265,NA
R08-2687,NA
R08-2776,NA
R08-2797,NA
R08-3119,NA
R08-409,NA
R08-47,NA
R08-527,NA
R08-550RR,NA
R08-991,NA
R09-131,NA
R09-1589,NA
R09-1607RR,NA
R09-1822,NA
R09-1827RR,NA
R09-1970,NA
R09-209,NA
R09-2567,NA
R09-2988,NA
R09-319,NA
R09-345,PI 688606
R09-400,NA
R09-4010,NA
R09-430,NA
R09-4571,NA
R09-4798,NA
R09-5026,NA
R09-5088,NA
R09-5137,NA
R09-5225,NA
R09-886,NA
R10-115,NA
R10-1191,NA
R10-1288,NA
R10-130RY,NA
R10-1663,NA
R10-197,NA
R10-197RY,NA
R10-216,NA
R10-230,NA
R10-2436,NA
R10-2465,NA
R10-2710,NA
R10-28,NA
R10-298,NA
R10-3185,NA
R10-428RY,NA
R10-4892,NA
R10-5086,NA
R10-5595,NA
R10-5709,NA
R10-5721,NA
R10-7339RR,NA
R10-7587,NA
R11-1057,NA
R11-1192,NA
R11-1546,NA
R11-1578,NA
R11-1617,NA
R11-171,NA
R11-1756,NA
R11-213RY,NA
R11-2282,NA
R11-2299,NA
R11-2354,NA
R11-2419,NA
R11-245,NA
R11-2517,NA
R11-262,NA
R11-328,NA
R11-7141,NA
R11-7999,PI 691646
R11-8346,NA
R11-8397,NA
R11-89RY,NA
R11-927,NA
R12-1622,NA
R12-2079,NA
R12-2142,NA
R12-226,NA
R12-6751RR,NA
R12-712,NA
R13-1019,NA
R13-10658,NA
R13-13433,NA
R13-13997,NA
R13-14007,NA
R13-14575RR,NA
R13-14635RR,NA
R13-4638RY,NA
R13-907,NA
R13-9687,NA
R14-1358,NA
R14-14635,NA
R14-14648,NA
R14-14797RR,NA
R14-2090,NA
R14-2765,NA
R14-2893RR,NA
R14-356,NA
R14-4187RY,NA
R14-691,NA
R14-898,NA
R2Y14,NA
R46-2062,NA
R46-2062,NA
R46-2076,NA
R46-2076,NA
R54-168,NA
R54-171-1,PI 553039
R56-49,NA
R57-18,NA
R59-2,NA
R59-200,NA
R60-66,NA
R62-395,NA
R62-550,NA
R62-659,NA
R63-190,NA
R63-544,NA
R64-14,NA
R64-168,NA
R64-500,NA
R64-502,NA
R65-113,NA
R65-12,NA
R65-37,NA
R65-49,NA
R66-1517,NA
R66-873,NA
R67-141,NA
R68-105,NA
R68-106,NA
R68-208,NA
R69-1151,NA
R69-1400,PI 548658
R69-186,NA
R69-345,NA
R69-358,NA
R69-831,NA
R70-176,NA
R70-306,NA
R70-33,NA
R70-332,NA
R70-580,NA
R71-626,NA
R71-638,NA
R71-72,NA
R72-26,NA
R72-2647,NA
R73-1195,NA
R73-81,NA
R74-1625,NA
R74-39K,NA
R74-511A,PI 553052
R75-112,NA
R75-12,NA
R75-12L,NA
R75-576,NA
R75-579,NA
R75-868,NA
R76-1017,NA
R76-45,NA
R76-479,NA
R77-0226,NA
R77-236,NA
R77-238,NA
R78-100-8,PI 553040
R79,NA
R79-121,NA
R79-167S,NA
R79-772,PI 533602
R80-437,NA
R80-64K,NA
R81-1239,NA
R81-266,NA
R82-1077,NA
R82-269,NA
R82-368,NA
R83-11S,NA
R83-1342,PI 544354
R83-1552,NA
R83-310,NA
R83-980,NA
R84-150,NA
R85-140S,NA
R85-164,NA
R85-3280,NA
R85-3309,NA
R85-336,NA
R87-170,NA
R88-638,NA
R89-131,NA
R89-18S,NA
R89-332,NA
R90-149,NA
R90-515,NA
R90-555,NA
R90-844,NA
R91-429,NA
R91-4484,NA
R92-1258,PI 633610
R92-1294,NA
R93-151,NA
R93-171,PI 615582
R93-174,NA
R93-5455,NA
R94-929,NA
R95-1470,NA
R95-1705,PI 647962
R95-2210,PI 633609
R95-3235,NA
R95-798,NA
R96-1083,NA
R96-1471,NA
R96-1559,NA
R96-1689F,NA
R96-1939,NA
R96-209,NA
R96-2361,NA
R96-2660,NA
R96-3235,NA
R96-3427,NA
R96-3444,NA
R96-3538,NA
R96-864,NA
R97-1053,NA
R97-1634,NA
R97-1650,NA
R97-1801,NA
R97-1832,NA
R97-818,NA
R98-1523,NA
R98-1647,NA
R98-1682,NA
R98-1817,NA
R98-1821,NA
R98-209,NA
R98-2390F,NA
R98-3267F,NA
R99-1613F,NA
R99-1888,NA
R99-2070,NA
R99-2088,NA
R99-2172,NA
R99-2512,NA
R99-541,NA
RA-452,NA
RA401,PI 556533
RA402,PI 556596
RA403,PI 556702
RA405,PI 556760
RA427,NA
RA451,PI 556759
RA452,NA
RA480,PI 556559
RA481,PI 556611
RA501A,PI 556352
RA502,PI 556704
RA526,PI 556494
RA527,NA
RA580,PI 556700
RA601,PI 556534
RA603,PI 556754
RA604,PI 556558
RA606,PI 556703
RA63-19-2,NA
RA680,PI 556647
RA701,PI 556739
RA800,PI 556740
Rad,NA
RAGT86L579,NA
Raiden,PI 360844
Ralsoy,PI 548484
Rampage,PI 548609
Randolph,PI 633424
Ransom,PI 548989
RCAT 0414 SCN,NA
RCAT 2006,NA
RCAT 8703,NA
RCAT 9201,NA
RCAT 9709,NA
RCAT 99-01,NA
RCAT Alliance,PI 548646
RCAT Angora,PI 572242
RCAT Bobcat,NA
RCAT Calico,NA
RCAT Persian,PI 548647
RCAT Wildcat,NA
Red Tanner,PI 341243
Regal,PI 548636
Rend,PI 606748
Renville,PI 548611
Resnik,PI 534645
Resnik RR,NA
Resnik2,NA
RF5100790,NA
RG200GT,PI 632259
RG200RR,NA
RG405RR,PI 634812
RG6008RR,PI 645469
RG600RR,PI 645464
RG601NRR,PI 645468
RG603RR,PI 645467
RG604RR,PI 645466
RG607GT,PI 645465
RG607RR,NA
RG607RR-1,NA
RG7008RR,PI 648470
RG7008RR-1,NA
Rhodes,PI 561400
Richland,PI 548406
RIL,NA
Ripley,PI 536636
Riverside 2021,PI 556747
Riverside 2024,NA
Riverside 2025,PI 556578
Riverside 303C,PI 556746
RJ84-1822,NA
RJ85-9116,NA
RJS00003,PI 660241
RJS00801,PI 660177
RJS00901,PI 659509
RJS00902,PI 661118
RJS01001,PI 659456
RJS03001,PI 653120
RJS03003,PI 660240
RJS04001,PI 659462
RJS04002,PI 660206
RJS04004R,PI 674559
RJS04005R,PI 677295
RJS05002,PI 659461
RJS05003,PI 665367
RJS05005R,PI 677296
RJS05006R,PI 677300
RJS06002,PI 660163
RJS06008,PI 665309
RJS07002,PI 665310
RJS08001,PI 659460
RJS08005,PI 661059
RJS08014R,PI 677316
RJS09002,PI 659459
RJS09004,PI 660164
RJS09007R2,PI 671810
RJS10001,PI 661021
RJS10005R,PI 677303
RJS10006R,PI 677298
RJS11001,PI 653122
RJS11002,PI 660165
RJS11003,PI 661020
RJS12002,PI 660235
RJS13001,PI 656402
RJS14001,PI 660233
RJS14002,PI 665370
RJS14003,PI 661051
RJS14006R,PI 674539
RJS15001,PI 653119
RJS15002,PI 653121
RJS15003,PI 656403
RJS15004,PI 661019
RJS15005,PI 661050
RJS15011R,PI 677301
RJS16003,PI 661018
RJS16006R,PI 677299
RJS17001,PI 660166
RJS17002,PI 660167
RJS17003,PI 660232
RJS17004,PI 665371
RJS18001,PI 653118
RJS18002,PI 653123
RJS18003,PI 659312
RJS18004,PI 659364
RJS18005,PI 665372
RJS18007R,PI 674579
RJS18011R,PI 677294
RJS18012R,PI 674560
RJS19003,PI 660168
RJS19004,PI 659363
RJS19005,PI 660229
RJS20001,PI 665374
RJS20006R,PI 677292
RJS21004,PI 660169
RJS21005,PI 665375
RJS21007R,PI 674561
RJS22002,PI 656404
RJS22009R,PI 674562
RJS23001,PI 656601
RJS23002,PI 659311
RJS24002,PI 665376
RJS24003,PI 665377
RJS24006R,PI 674580
RJS24008R,PI 677293
RJS25001,PI 653124
RJS25004,PI 659310
RJS25005,PI 660170
RJS25006,PI 660054
RJS25007R,PI 674581
RJS26001,PI 653125
RJS26003,PI 660226
RJS26004R,PI 674582
RJS26009R,PI 677279
RJS27002,PI 660171
RJS27004,PI 660172
RJS27005,PI 661017
RJS27006,PI 665378
RJS27007,PI 665379
RJS28001,PI 653126
RJS28002,PI 656602
RJS28004,PI 656650
RJS28005,PI 660173
RJS28006,PI 665380
RJS28013R,PI 674563
RJS29001,PI 656603
RJS29002,PI 660174
RJS29003,PI 659362
RJS29004,PI 660220
RJS29005,PI 661016
RJS29008R,PI 674583
RJS30001,PI 656368
RJS30002,PI 656405
RJS30003,PI 660175
RJS30004,PI 660176
RJS30006,PI 659458
RJS30008R,PI 674564
RJS31001,PI 653127
RJS31002,PI 656608
RJS31003,PI 656651
RJS31004,PI 656609
RJS31005,PI 660178
RJS31006,PI 660179
RJS31009,PI 659457
RJS31010,PI 665381
RJS31014R,PI 674565
RJS32001,PI 656369
RJS32002,PI 660180
RJS32004,PI 661161
RJS32005,PI 661015
RJS32006,PI 661163
RJS32007,PI 661036
RJS32009R,PI 674584
RJS32010R,PI 674585
RJS32013R2,PI 674566
RJS32014X,PI 674567
RJS32015R,PI 677309
RJS33001,PI 653128
RJS33002,PI 656406
RJS33003,PI 661139
RJS33010R,PI 674586
RJS33013R,PI 677277
RJS34001,PI 653130
RJS34002,PI 653129
RJS34004,PI 661138
RJS34005,PI 661137
RJS34006,PI 661136
RJS34007,PI 665382
RJS34008,PI 661035
RJS34010R,PI 674587
RJS34011R,PI 674588
RJS35001,PI 656370
RJS35004,PI 659308
RJS35005,PI 659361
RJS35006,PI 659307
RJS35007,PI 661135
RJS35008,PI 661162
RJS35009,PI 668336
RJS35014R2,PI 674568
RJS35015R,PI 674569
RJS35016X,PI 674570
RJS36001,PI 653131
RJS36008X,PI 674571
RJS36010X,PI 677276
RJS37001,PI 656371
RJS37002,PI 653115
RJS37004,PI 660181
RJS37005,PI 660182
RJS37006,PI 659464
RJS37007,PI 661134
RJS37008,PI 665383
RJS37012R,PI 674589
RJS37015R,PI 674572
RJS37018R,PI 677278
RJS38001,PI 656604
RJS38002,PI 656605
RJS38003,PI 659306
RJS38005,PI 659309
RJS38006,PI 659463
RJS38007,PI 661212
RJS38008,PI 661133
RJS38009,PI 661132
RJS38010,PI 661131
RJS38011,PI 665384
RJS38012,PI 665385
RJS39001,PI 653116
RJS39002,PI 656407
RJS39003,PI 656401
RJS39005,PI 660183
RJS39006,PI 660184
RJS39007,PI 659360
RJS39008,PI 661130
RJS39010R,PI 674590
RJS39013X,PI 677265
RJS40001,PI 656400
RJS40002,PI 656399
RJS40005,PI 660185
RJS40007,PI 660007
RJS40008,PI 659359
RJS40009,PI 661129
RJS40010,PI 665386
RJS40014R,PI 674573
RJS41001,PI 653113
RJS41002,PI 656600
RJS41003,PI 661128
RJS41004,PI 661211
RJS41007R2,PI 674574
RJS42001,PI 659358
RJS42002,PI 660186
RJS42004,PI 661027
RJS42005,PI 665387
RJS42006,PI 668337
RJS43003,PI 660187
RJS44001,PI 653114
RJS44002,PI 661127
RJS44003,PI 665388
RJS44005,PI 668338
RJS44009R,PI 677306
RJS45001,PI 656398
RJS45002,PI 660188
RJS46001,PI 659300
RJS46002,PI 660189
RJS46003,PI 661126
RJS46005,PI 668339
RJS46006,PI 668340
RJS46007SR,PI 674591
RJS47001,PI 656397
RJS47002,PI 659305
RJS47004,PI 660190
RJS47006,PI 660191
RJS47007,PI 660251
RJS47008,PI 661119
RJS47011,PI 668341
RJS47012,PI 665351
RJS47015R,PI 674592
RJS47016R,PI 677285
RJS48001,PI 656599
RJS48002,PI 660192
RJS48005,PI 659357
RJS48006,PI 660193
RJS48007,PI 660252
RJS48011R,PI 674593
RJS48012R,PI 674594
RJS48014X,PI 677268
RJS49001,PI 653117
RJS49002,PI 659304
RJS49003,PI 659303
RJS49004,PI 660198
RJS49005,PI 660194
RJS49006,PI 660195
RJS49007,PI 660196
RJS49012,PI 665358
RJS49015R,PI 674595
RJS49016R,PI 674596
RJS49017R2,PI 674575
RJS50001,PI 661125
RJS50002,PI 659356
RJS50005R,PI 674576
RJS51001,PI 659302
RJS51006SR,PI 677283
RJS52003,PI 665390
RJS53001,PI 659355
RJS53002,PI 659301
RJS53003,PI 661026
RJS53004,PI 665391
RJS53008R,PI 677284
RJS54001,PI 659354
RJS54003,PI 673371
RJS54004,PI 661060
RJS54005,PI 665392
RJS55002,PI 665393
RJS55003,PI 661024
RJS55004,PI 665394
RJS55005R,PI 674577
RJS55006R,PI 677304
RJS56001,PI 659455
RJS56002,PI 660197
RJS57001,PI 659353
RJS57002,PI 671864
RJS57003,PI 660245
RJS57005SR,PI 677288
RJS58001R,PI 677297
RJS59001,PI 665395
RJS68001R,PI 677286
RJS72001R2,PI 674578
RJS73001,PI 665366
RO-711,NA
RO-727,NA
RO1-52F,NA
Roanoke,PI 548485
Roberts,PI 667737
Rockford,PI 556547
Rocky,NA
Rokusun 25A,NA
Rose Non Pop,PI 548487
Ross,PI 548612
RR2-12996,NA
RR2-6851,NA
RR2S10-3511,NA
RR2S10-5737,NA
RS 2300,PI 556552
RS 2330,PI 556679
RS4,NA
Ruby,PI 556684
Runo,PI 597402
Rupp-1,NA
RxEF59-79,NA
S-100,PI 548488
S-1990,NA
S-48,PI 556563
S0-007RR,NA
S00-9912-56,NA
S00-9912-56 BS,NA
S00-9925-10,NA
S00-9970-09,NA
S00-9980-22,PI 643913
S00-9985-03,NA
S01-8401,NA
S01-9209,NA
S01-9265,NA
S01-9269,NA
S01-9794,NA
S01555,NA
S02-2238RR,NA
S02-2259,NA
S02-390,NA
S02-390 RR,NA
S02-3934,NA
S02-3934RR,NA
S02-577,NA
S02-583CR,NA
S02-586CR,NA
S02-611CR,NA
S02-6143,NA
S02-670CR,NA
S02-677CR RR,NA
S02-6816,NA
S02-683RR,NA
S02-750CR RR,NA
S02-750RR,NA
S021431C,NA
S02339,NA
S03-051RR,NA
S03-058RR,NA
S03-166RR,NA
S03-1904,NA
S03-328RR,NA
S03-383RR,NA
S03-390RR,NA
S03-3923RR,NA
S03-4127,NA
S03-4152,NA
S03-575,NA
S03-W4,NA
S04-10364,NA
S04-11681,NA
S04-11746,NA
S04-12412,NA
S04-12978,NA
S04-19351RR,NA
S04-20912RR,NA
S04-21273 RR,NA
S04-23936RR,NA
S04-24039RR,NA
S04-3962RR,NA
S04-5969,NA
S04-5969RR,NA
S04-5997RR,NA
S04-6008,NA
S04-6013,NA
S04-7661,NA
S04-8882,NA
S04-8952,NA
S05-11268,NA
S05-11400,NA
S05-11462,NA
S05-11482,NA
S05-11968,NA
S05-4604RR,NA
S05-4630RR,NA
S05-4678RR,NA
S06-02JR423003,NA
S06-10572,NA
S06-10572RR,NA
S06-12224,NA
S06-12439,NA
S06-12749,NA
S06-13640,NA
S06-3027,NA
S06-3053,NA
S06-3095,NA
S06-3095RR,NA
S06-3929,NA
S06-4649,NA
S06-4649RR,NA
S06-6836,NA
S06-7084,NA
S06-CL968413,NA
S0643,NA
S0645,NA
S0646,NA
S07-03JR103829,NA
S07-10311,NA
S07-14472,NA
S07-15722,NA
S07-15722RR,NA
S07-16041,NA
S07-18772,NA
S07-268,NA
S07-2680,NA
S07-3614,NA
S07-3666,NA
S07-5049,NA
S07-5117,NA
S07-5151,NA
S08-093,NA
S08-095,NA
S08-10045,NA
S08-10645,NA
S08-110,NA
S08-113,NA
S08-115,NA
S08-12102,NA
S08-14072,NA
S08-14087,NA
S08-14100,NA
S08-14117,NA
S08-14788,NA
S08-17357,NA
S08-17361,NA
S08-17865,NA
S08-2014,NA
S08-4628,NA
S08-6168,NA
S08-7048,NA
S08-80,NA
S08-8113,NA
S08-8440,NA
S08-8972,NA
S08-9727,NA
S08-9727RR,NA
S08-9727RR1,NA
S08-9936,NA
S08-9942,NA
S08-9947,NA
S09-10320,NA
S09-10857,NA
S09-10871,NA
S09-12096,NA
S09-13608,NA
S09-13635,NA
S09-14162,NA
S09-14199,NA
S09-18186,NA
S09-309,NA
S09-320,NA
S09-328,NA
S09-333,NA
S09-5587,NA
S09-6201,NA
S09-6262,NA
S09-9618,NA
S09-9838,NA
S09-9943,NA
S1-441,NA
S10,NA
S10-10368,NA
S10-10821,NA
S10-11200,NA
S10-1999RR2,NA
S10-2223,NA
S10-2635,NA
S10-2635RR,NA
S10-3003,NA
S10-3190RR2,NA
S10-4948,NA
S10-5310,NA
S10-6090RR,NA
S10-6401,NA
S10-7543,NA
S10-8511,NA
S10-8604,NA
S10-8860,NA
S10-9381,NA
S11-10082,NA
S11-10163,NA
S11-14926,NA
S11-14954,NA
S11-15382,NA
S11-15857,NA
S11-16413,NA
S11-16653,NA
S11-16789,NA
S11-16973,NA
S11-17025,NA
S11-17054,NA
S11-20124,NA
S11-20124C,PI 689118
S11-20182,NA
S11-20195,NA
S11-20321,NA
S11-20337,NA
S11-20345,NA
S11-20356,NA
S11-21219,NA
S11-5727,NA
S11-8642RR,NA
S11-8787,NA
S11-8789,NA
S11-8794,NA
S11-9618,NA
S11-9938,NA
S12-10992,NA
S12-11150,NA
S12-11165,NA
S12-2994M,NA
S12-3321,NA
S12-3663,NA
S12-3690M,NA
S12-3777,NA
S12-3782,NA
S12-3791,NA
S12-3858,NA
S12-5912,NA
S12-7449,NA
S13-1033,NA
S13-10590C,NA
S13-10592C,NA
S13-1805C,NA
S13-1955C,NA
S13-2743C,NA
S13-3851C,NA
S14-15138R,NA
S14-15146GT,PI 691841
S14-15146R,NA
S14-15195R,NA
S14-2582C,NA
S14-6391C,NA
S14-8943R,NA
S14-9017R,NA
S14-9051R,NA
S14-9412R,NA
S15-10434C,NA
S15-10710C,NA
S15-10743C,NA
S15-10879C,NA
S15-10924C,NA
S15-12003C,NA
S15-12298C,NA
S15-13637C,NA
S15-16499C,NA
S15-16505C,NA
S15-16535C,NA
S15-16569C,NA
S15-16592C,NA
S15-16886C,NA
S15-17108C,NA
S15-17688C,NA
S15-17812C,NA
S15-17875R,NA
S15-18319R,NA
S15-2702,NA
S15-2702R,NA
S15-3772R,NA
S15-3847R,NA
S15-4892R,NA
S15-50,PI 556765
S15-5904R,NA
S15-6037R,NA
S15-6047R,NA
S15-7174R,NA
S15-7218R,NA
S15-7499,NA
S15-7499R,NA
S15-8839R,NA
S15-9779R,NA
S16-14161C,NA
S16-9784C,NA
S18-R6,NA
S2-7158,NA
S2-7160,NA
S2-H1,NA
S20,NA
S20-20,PI 540880
S20-91,PI 590534
S25-J5,NA
S29-18,PI 590535
S3,NA
S3-7094,NA
S32-11,NA
S32-3,NA
S32-8,NA
S32-Z3,NA
S331,PI 556802
S4,NA
S4-1714,NA
S4-1771,NA
S4-7312,NA
S4-7346,NA
S42-40,PI 556723
S47-270,NA
S49-12,NA
S49-18,NA
S49-5,NA
S5,PI 548546
S5-7075,NA
S5-7144,NA
S52-5164,NA
S52-5179,NA
S52-7158,PI 548613
S52-7160,NA
S54-120,NA
S54-1207,NA
S54-1714,NA
S54-2090,NA
S55-10,NA
S55-19,NA
S55-27,NA
S55-35,NA
S55-7075,NA
S56-1018,NA
S56-142,PI 548607
S56-5004,NA
S56-5162,NA
S57-4264,NA
S57-4319,NA
S57-5343,NA
S59-119,NA
S59-2504,NA
S59-60,NA
S59-95,NA
S6,NA
S6-7413,NA
S62-4051,PI 548602
S62-4064,NA
S62-5-16-12,NA
S62X30,NA
S63-2580,NA
S63-3277,NA
S63-53285,NA
S63-6407,NA
S65-15A,NA
S65-3339,NA
S66-13,NA
S66-21,NA
S66-27,NA
S66-43,NA
S66-57,NA
S67-80,NA
S7,NA
S7-270,NA
S7-4362,NA
S7-5236,NA
S7-5343,NA
S73-86113,NA
S75-184,NA
S75-196,NA
S75-212,NA
S75-489,NA
S76-2109,PI 548604
S76-2120,NA
S76-2194,NA
S76-2203,NA
S76-2229,NA
S76-2392,NA
S76-2425,NA
S76-2669,NA
S76-8065,NA
S77-114,NA
S77-281,PI 556738
S77-318,NA
S77-7865,NA
